congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
114,House,29729,3,2,MA,100,0,1,"McGOVERN, James P.",M000312,1959,,-0.538,-0.343,-76.10873,0.93396,1114,37,,-0.46,-0.67
114,House,29919,3,7,MA,100,0,1,"CAPUANO, Michael Everett",C001037,1952,,-0.58,-0.082,-111.61555,0.90351,1100,62,,-0.443,-0.438
114,House,10713,23,13,MI,100,0,1,"CONYERS, John, Jr.",C000714,1929,2019.0,-0.658,-0.512,-101.50849,0.90981,1074,38,,-0.538,-0.303
114,House,15033,23,9,MI,100,0,1,"LEVIN, Sander Martin",L000263,1931,,-0.379,-0.091,-82.1549,0.92841,1106,30,,-0.434,-0.02
114,House,15446,23,6,MI,200,0,1,"UPTON, Frederick Stephen",U000031,1953,,0.32,-0.355,-209.65006,0.82998,1125,85,,0.31,-0.022
114,House,20331,23,10,MI,200,0,1,"MILLER, Candice S.",M001150,1954,,0.343,-0.001,-160.03739,0.859,1056,75,,0.384,0.028
114,House,20725,23,7,MI,200,0,1,"WALBERG, Tim",W000798,1951,,0.499,0.163,-96.54425,0.91727,1118,45,,0.513,0.215
114,House,21141,23,1,MI,200,0,1,"BENISHEK, Dan",B001271,1952,2021.0,0.491,-0.15,-198.80694,0.838,1122,105,,0.407,-0.042
114,House,21142,23,2,MI,200,0,1,"HUIZENGA, Bill",H001058,1969,,0.531,0.053,-118.18572,0.89724,1090,49,,0.596,-0.043
114,House,21143,23,3,MI,200,0,1,"AMASH, Justin",A000367,1980,,0.654,-0.757,-486.11045,0.6484,1122,175,,0.573,-0.82
114,House,21372,23,5,MI,100,0,1,"KILDEE, Dan",K000380,1958,,-0.359,-0.183,-84.62652,0.92582,1098,28,,-0.433,-0.164
114,House,21526,23,4,MI,200,0,1,"MOOLENAAR, John",M001194,1961,,0.447,0.17,-103.60601,0.91096,1111,42,,0.429,0.47
114,House,21527,23,8,MI,200,0,1,"BISHOP, Michael Dean",B001293,1967,,0.451,0.095,-122.50499,0.89639,1120,57,,0.437,0.129
114,House,21528,23,11,MI,200,0,1,"TROTT, David A.",T000475,1960,,0.369,0.257,-108.13286,0.90789,1119,44,,0.373,0.315
114,House,21529,23,12,MI,100,0,1,"DINGELL, Debbie",D000624,1953,,-0.401,-0.19,-83.56048,0.92666,1097,34,,-0.464,0.03
114,House,21530,23,14,MI,100,0,1,"LAWRENCE, Brenda L",L000581,1954,,-0.448,-0.039,-81.04925,0.92965,1111,34,,-0.455,-0.037
114,House,14263,33,8,MN,100,0,1,"NOLAN, Richard Michael",N000127,1943,2024.0,-0.372,-0.372,-183.48773,0.84389,1081,68,,-0.275,-0.325
114,House,20122,33,4,MN,100,0,1,"McCOLLUM, Betty",M001143,1954,,-0.419,-0.186,-91.4654,0.92083,1109,31,,-0.457,-0.077
114,House,20333,33,2,MN,200,0,1,"KLINE, John",K000363,1947,,0.49,0.154,-112.95818,0.904,1114,45,,0.394,0.302
114,House,20726,33,1,MN,100,0,1,"WALZ, Tim",W000799,1964,,-0.275,0.131,-195.44699,0.83895,1113,80,,-0.261,0.1
114,House,20727,33,5,MN,100,0,1,"ELLISON, Keith",E000288,1963,,-0.537,-0.58,-91.04381,0.91887,1076,35,,-0.481,-0.504
114,House,20924,33,3,MN,200,0,1,"PAULSEN, Erik",P000594,1965,,0.402,-0.191,-166.84159,0.86091,1114,77,,0.392,-0.128
114,House,21531,33,6,MN,200,0,1,"EMMER, Thomas Earl II",E000294,1961,,0.467,-0.07,-180.54735,0.85087,1118,79,,0.423,-0.079
114,House,29127,33,7,MN,100,0,1,"PETERSON, Collin Clark",P000258,1944,,-0.148,0.712,-460.60355,0.6616,1115,231,,-0.107,0.584
114,House,20925,46,3,MS,200,0,1,"HARPER, Gregg",H001045,1956,,0.384,0.48,-91.55113,0.92028,1102,36,,0.345,0.658
114,House,21147,46,1,MS,200,1,1,"NUNNELEE, Alan",N000186,1958,2015.0,0.488,0.574,,,,,,,
114,House,21148,46,4,MS,200,0,1,"PALAZZO, Steven",P000601,1970,,0.535,0.45,-109.4719,0.90318,1075,63,,0.487,0.495
114,House,21561,46,1,MS,200,2,2,"KELLY, Trent",K000388,1966,,0.637,0.291,-77.38926,0.91087,829,33,,0.542,0.384
114,House,29368,46,2,MS,100,0,1,"THOMPSON, Bennie",T000193,1948,,-0.519,0.391,-119.59443,0.89518,1080,56,,-0.534,0.293
114,House,20124,34,6,MO,200,0,1,"GRAVES, Samuel",G000546,1963,,0.448,0.162,-135.24677,0.87957,1054,57,,0.376,0.233
114,House,20147,34,1,MO,100,0,1,"CLAY, William Lacy, Jr.",C001049,1956,,-0.481,-0.078,-106.88393,0.90635,1087,38,,-0.483,0.106
114,House,20517,34,5,MO,100,0,1,"CLEAVER, Emanuel, II",C001061,1944,,-0.454,-0.001,-100.8216,0.90526,1013,36,,-0.488,0.069
114,House,20926,34,3,MO,200,0,1,"LUETKEMEYER, Blaine",L000569,1952,,0.45,0.247,-86.58372,0.9247,1106,37,,0.429,0.36
114,House,21149,34,4,MO,200,0,1,"HARTZLER, Vicky",H001053,1960,,0.478,0.229,-95.63314,0.91809,1119,43,,0.509,0.535
114,House,21150,34,7,MO,200,0,1,"LONG, Billy",L000576,1955,,0.544,0.244,-88.40148,0.92106,1075,38,,0.505,0.53
114,House,21337,34,2,MO,200,0,1,"WAGNER, Ann",W000812,1962,,0.389,0.301,-91.26555,0.91683,1051,34,,0.44,0.269
114,House,21373,34,8,MO,200,0,1,"SMITH, Jason",S001195,1980,,0.577,0.202,-81.91794,0.92916,1115,42,,0.609,0.138
114,House,21532,64,1,MT,200,0,1,"ZINKE, Ryan",Z000018,1961,,0.439,-0.132,-194.16456,0.83859,1103,63,,0.412,-0.097
114,House,20518,35,1,NE,200,0,1,"FORTENBERRY, Jeff",F000449,1960,,0.304,-0.061,-189.39435,0.84327,1111,80,,0.318,-0.007
114,House,20729,35,3,NE,200,0,1,"SMITH, Adrian",S001172,1970,,0.51,0.254,-80.41066,0.93042,1115,26,,0.557,0.353
114,House,21533,35,2,NE,100,0,1,"ASHFORD, John Bradley",A000373,1949,2022.0,-0.185,0.441,-325.13112,0.746,1112,137,,-0.181,0.427
114,House,20927,65,1,NV,100,0,1,"TITUS, Alice (Dina)",T000468,1950,,-0.297,-0.163,-113.64292,0.89897,1067,40,,-0.297,-0.252
114,House,21151,65,3,NV,200,0,1,"HECK, Joe",H001055,1961,,0.324,0.014,-170.65291,0.853,1074,83,,0.364,-0.073
114,House,21196,65,2,NV,200,0,1,"AMODEI, Mark E.",A000369,1958,,0.384,0.213,-113.40289,0.89808,1055,44,,0.323,0.459
114,House,21534,65,4,NV,200,0,1,"HARDY, Cresent Leo",H001070,1957,,0.353,0.209,-119.1218,0.897,1099,51,,0.353,0.203
114,House,21340,4,2,NH,100,0,1,"KUSTER, Ann McLane",K000382,1956,,-0.264,-0.086,-128.60191,0.89125,1117,50,,-0.257,-0.129
114,House,21535,4,1,NH,200,0,1,"GUINTA, Frank",G000570,1970,,0.427,-0.073,-156.51923,0.868,1110,61,,0.429,-0.088
114,House,14863,12,4,NJ,200,0,1,"SMITH, Christopher Henry",S000522,1953,,0.182,-0.173,-301.86299,0.76245,1113,122,,0.278,-0.147
114,House,15454,12,6,NJ,100,0,1,"PALLONE, Frank, Jr.",P000034,1951,,-0.402,-0.162,-90.264,0.92163,1106,46,,-0.454,-0.405
114,House,20336,12,5,NJ,200,0,1,"GARRETT, Scott",G000548,1959,,0.688,-0.243,-161.0892,0.864,1099,76,,0.622,-0.476
114,House,20542,12,8,NJ,100,0,1,"SIRES, Albio",S001165,1951,,-0.404,0.098,-149.28821,0.86977,1070,67,,-0.361,0.095
114,House,20929,12,7,NJ,200,0,1,"LANCE, Leonard",L000567,1952,,0.329,-0.237,-214.44596,0.82645,1125,110,,0.374,-0.144
114,House,21536,12,1,NJ,100,0,1,"NORCROSS, Donald",N000188,1958,,-0.419,0.339,-131.82201,0.88793,1109,63,,-0.375,0.225
114,House,21537,12,3,NJ,200,0,1,"MacARTHUR, Thomas Charles",M001193,1960,,0.206,0.274,-174.19264,0.85513,1113,75,,0.207,0.259
114,House,21538,12,12,NJ,100,0,1,"WATSON COLEMAN, Bonnie",W000822,1945,,-0.598,-0.218,-75.20964,0.93477,1115,38,,-0.525,-0.427
114,House,29539,12,2,NJ,200,0,1,"LoBIONDO, Frank A.",L000554,1946,,0.211,-0.224,-257.13908,0.79567,1125,119,,0.233,-0.195
114,House,29541,12,11,NJ,200,0,1,"FRELINGHUYSEN, Rodney P.",F000372,1946,,0.292,-0.262,-220.45187,0.82133,1120,85,,0.266,0.412
114,House,29741,12,9,NJ,100,0,1,"PASCRELL, William J., Jr.",P000096,1937,2024.0,-0.369,-0.004,-113.17023,0.90232,1101,40,,-0.409,0.04
114,House,31103,12,10,NJ,100,0,1,"PAYNE, Donald, Jr.",P000604,1958,2024.0,-0.52,-0.096,-76.05605,0.91999,912,30,,-0.524,-0.084
114,House,20337,66,2,NM,200,0,1,"PEARCE, Stevan",P000588,1947,,0.472,0.064,-153.22132,0.86518,1058,70,,0.509,0.003
114,House,20932,66,3,NM,100,0,1,"LUJÁN, Ben Ray",L000570,1972,,-0.379,0.03,-112.82985,0.90376,1115,41,,-0.388,0.108
114,House,21341,66,1,NM,100,0,1,"LUJAN GRISHAM, Michelle",L000580,1959,,-0.313,0.047,-131.90424,0.88422,1072,48,,-0.362,0.179
114,House,13035,13,13,NY,100,0,1,"RANGEL, Charles B.",R000053,1930,,-0.514,-0.341,-100.02235,0.911,1077,41,,-0.498,-0.088
114,House,15444,13,25,NY,100,0,1,"SLAUGHTER, Louise McIntosh",S000480,1929,2018.0,-0.465,-0.104,-87.21867,0.92424,1107,40,,-0.485,-0.096
114,House,15603,13,16,NY,100,0,1,"ENGEL, Eliot Lance",E000179,1947,,-0.408,-0.093,-130.45409,0.88369,1055,42,,-0.429,0.072
114,House,15612,13,17,NY,100,0,1,"LOWEY, Nita M.",L000480,1937,2025.0,-0.389,-0.152,-97.13492,0.9165,1114,43,,-0.404,-0.021
114,House,20129,13,3,NY,100,0,1,"ISRAEL, Steve",I000057,1958,,-0.334,-0.051,-92.75235,0.919,1101,51,,-0.394,0.009
114,House,20519,13,26,NY,100,0,1,"HIGGINS, Brian",H001038,1959,,-0.348,-0.032,-100.04777,0.91381,1110,36,,-0.362,-0.127
114,House,20733,13,9,NY,100,0,1,"CLARKE, Yvette Diane",C001067,1964,,-0.608,-0.262,-71.23522,0.93768,1107,33,,-0.594,-0.401
114,House,20934,13,20,NY,100,0,1,"TONKO, Paul",T000469,1949,,-0.416,-0.262,-84.57541,0.92612,1102,30,,-0.434,-0.273
114,House,21101,13,23,NY,200,0,1,"REED, Thomas W. II",R000585,1971,,0.269,0.12,-144.08472,0.87785,1106,64,,0.278,0.161
114,House,21156,13,19,NY,200,0,1,"GIBSON, Christopher",G000564,1964,,0.203,-0.455,-347.40836,0.733,1117,178,,0.205,-0.371
114,House,21157,13,22,NY,200,0,1,"HANNA, Richard",H001051,1951,2020.0,0.215,-0.145,-258.38534,0.777,1024,119,,0.199,-0.158
114,House,21342,13,6,NY,100,0,1,"MENG, Grace",M001188,1975,,-0.37,-0.205,-96.33297,0.91534,1089,33,,-0.38,-0.127
114,House,21343,13,8,NY,100,0,1,"JEFFRIES, Hakeem",J000294,1970,,-0.482,-0.066,-61.31715,0.94535,1091,25,,-0.481,-0.092
114,House,21344,13,18,NY,100,0,1,"MALONEY, Sean Patrick",M001185,1966,,-0.239,0.114,-196.9234,0.8373,1109,89,,-0.258,0.114
114,House,21345,13,27,NY,200,0,1,"COLLINS, Chris",C001092,1950,,0.357,0.236,-111.64046,0.90366,1102,49,,0.358,0.225
114,House,21539,13,1,NY,200,0,1,"ZELDIN, Lee M",Z000017,1980,,0.397,-0.129,-204.76749,0.83291,1120,82,,0.331,-0.071
114,House,21540,13,4,NY,100,0,1,"RICE, Kathleen Maura",R000602,1965,,-0.28,0.039,-152.03764,0.86754,1070,77,,-0.271,-0.09
114,House,21541,13,21,NY,200,0,1,"STEFANIK, Elise M",S001196,1984,,0.306,-0.113,-211.89806,0.82818,1124,83,,0.204,0.077
114,House,21542,13,24,NY,200,0,1,"KATKO, John",K000386,1962,,0.185,0.013,-235.72378,0.80913,1113,102,,0.197,-0.025
114,House,21560,13,11,NY,200,2,2,"DONOVAN, Daniel M., Jr.",D000625,1956,,0.227,0.095,-150.92566,0.84794,915,58,,0.217,0.144
114,House,29134,13,15,NY,100,0,1,"SERRANO, José E.",S000248,1943,,-0.491,-0.377,-63.82062,0.94456,1119,36,,-0.471,-0.31
114,House,29375,13,2,NY,200,0,1,"KING, Peter T.",K000210,1944,,0.259,-0.03,-174.63569,0.85538,1118,57,,0.22,0.255
114,House,29377,13,10,NY,100,0,1,"NADLER, Jerrold Lewis",N000002,1947,,-0.507,-0.48,-77.05562,0.92832,1036,41,,-0.47,-0.406
114,House,29378,13,7,NY,100,0,1,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.368,-63.07262,0.94491,1113,25,,-0.503,-0.33
114,House,29379,13,12,NY,100,0,1,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.285,-96.70271,0.91382,1073,36,,-0.378,-0.12
114,House,29776,13,5,NY,100,0,1,"MEEKS, Gregory W.",M001137,1953,,-0.415,-0.063,-100.69124,0.90226,979,31,,-0.397,0.006
114,House,29925,13,14,NY,100,0,1,"CROWLEY, Joseph",C001038,1962,,-0.412,-0.07,-82.14485,0.92715,1086,31,,-0.401,-0.129
114,House,15438,47,4,NC,100,0,1,"PRICE, David Eugene",P000523,1940,,-0.343,-0.03,-86.29227,0.92409,1093,28,,-0.447,0.015
114,House,20340,47,1,NC,100,0,1,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,-0.404,0.184,-92.79278,0.91752,1078,32,,-0.441,0.183
114,House,20521,47,5,NC,200,0,1,"FOXX, Virginia Ann",F000450,1943,,0.624,0.174,-142.07836,0.87893,1101,70,,0.566,-0.095
114,House,20522,47,10,NC,200,0,1,"McHENRY, Patrick T.",M001156,1975,,0.524,0.156,-93.34562,0.91997,1119,35,,0.506,0.337
114,House,21159,47,2,NC,200,0,1,"ELLMERS, Renee",E000291,1964,,0.406,0.338,-143.7411,0.868,1018,63,,0.384,0.172
114,House,21346,47,8,NC,200,0,1,"HUDSON, Richard",H001067,1971,,0.523,0.205,-96.40084,0.91244,1052,41,,0.647,0.146
114,House,21347,47,9,NC,200,0,1,"PITTENGER, Robert",P000606,1948,,0.561,0.333,-87.25441,0.92421,1107,43,,0.535,0.291
114,House,21348,47,11,NC,200,0,1,"MEADOWS, Mark",M001187,1959,,0.605,-0.201,-126.69667,0.89213,1110,55,,0.62,-0.198
114,House,21349,47,13,NC,200,0,1,"HOLDING, George E.B.",H001065,1968,,0.604,0.165,-98.43318,0.91594,1121,51,,0.652,0.039
114,House,21543,47,6,NC,200,0,1,"WALKER, Bradley Mark",W000819,1969,,0.641,0.017,-98.37573,0.91475,1104,40,,0.619,-0.006
114,House,21544,47,7,NC,200,0,1,"ROUZER, David",R000603,1972,,0.566,0.285,-96.61238,0.91757,1123,51,,0.609,0.102
114,House,21545,47,12,NC,100,0,1,"ADAMS, Alma",A000370,1946,,-0.463,-0.006,-54.86237,0.94861,1040,23,,-0.475,0.017
114,House,29546,47,3,NC,200,0,1,"JONES, Walter Beaman, Jr.",J000255,1943,2019.0,0.244,-0.362,-1060.08808,0.37778,1089,411,,0.416,-0.909
114,House,21350,36,1,ND,200,0,1,"CRAMER, Kevin",C001096,1961,,0.398,0.368,-98.95635,0.91382,1098,40,,0.396,0.263
114,House,15029,24,9,OH,100,0,1,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.341,0.133,-143.54235,0.87511,1076,44,,-0.387,0.01
114,House,20130,24,12,OH,200,0,1,"TIBERI, Patrick (Pat)",T000462,1962,,0.386,-0.026,-121.38741,0.8947,1091,57,,0.349,0.302
114,House,20342,24,10,OH,200,0,1,"TURNER, Michael R.",T000463,1960,,0.265,0.259,-110.77593,0.90139,1067,51,,0.246,0.426
114,House,20343,24,13,OH,100,0,1,"RYAN, Timothy J.",R000577,1973,,-0.402,0.208,-126.95156,0.88939,1083,66,,-0.381,0.036
114,House,20738,24,4,OH,200,0,1,"JORDAN, Jim",J000289,1964,,0.712,-0.184,-120.54266,0.89709,1110,69,,0.744,-0.415
114,House,20755,24,5,OH,200,0,1,"LATTA, Robert E.",L000566,1956,,0.509,0.286,-80.28155,0.93077,1119,30,,0.541,0.216
114,House,20941,24,11,OH,100,0,1,"FUDGE, Marcia L.",F000455,1952,,-0.581,0.14,-93.47519,0.91803,1093,48,,-0.532,0.057
114,House,21162,24,6,OH,200,0,1,"JOHNSON, Bill",J000292,1954,,0.436,0.235,-101.11137,0.91375,1121,50,,0.383,0.435
114,House,21163,24,15,OH,200,0,1,"STIVERS, Steve",S001187,1965,,0.3,0.269,-104.0801,0.9078,1076,46,,0.314,0.344
114,House,21164,24,16,OH,200,0,1,"RENACCI, Jim",R000586,1958,,0.387,0.143,-143.40055,0.87932,1115,80,,0.372,0.18
114,House,21165,24,7,OH,200,0,1,"GIBBS, Bob",G000563,1954,,0.484,0.284,-90.15862,0.92272,1121,48,,0.486,0.347
114,House,21351,24,2,OH,200,0,1,"WENSTRUP, Brad",W000815,1958,,0.527,0.289,-108.4281,0.9071,1112,45,,0.594,0.146
114,House,21352,24,3,OH,100,0,1,"BEATTY, Joyce",B001281,1950,,-0.438,0.016,-82.22972,0.92847,1108,22,,-0.437,0.11
114,House,21353,24,14,OH,200,0,1,"JOYCE, David",J000295,1957,,0.25,0.314,-123.05159,0.89371,1095,55,,0.273,0.22
114,House,21564,24,8,OH,200,2,2,"DAVIDSON, Warren",D000626,1970,,0.653,-0.364,-33.62704,0.88721,281,14,,0.733,-0.191
114,House,29137,24,8,OH,200,1,1,"BOEHNER, John Andrew",B000589,1949,,0.513,0.04,,,,,,0.149,0.91
114,House,29550,24,1,OH,200,0,1,"CHABOT, Steve",C000266,1953,,0.542,-0.137,-85.98981,0.92635,1124,27,,0.618,0.183
114,House,20344,53,4,OK,200,0,1,"COLE, Tom",C001053,1949,,0.323,0.411,-91.36728,0.92098,1110,26,,0.284,0.495
114,House,21354,53,1,OK,200,0,1,"BRIDENSTINE, Jim",B001283,1975,,0.689,-0.157,-132.75408,0.88737,1111,52,,0.651,-0.126
114,House,21355,53,2,OK,200,0,1,"MULLIN, Markwayne",M001190,1977,,0.532,0.25,-93.43782,0.91968,1116,44,,0.461,0.607
114,House,21546,53,5,OK,200,0,1,"RUSSELL, Steve",R000604,1963,,0.473,-0.183,-201.39297,0.83353,1106,66,,0.453,-0.021
114,House,29393,53,3,OK,200,0,1,"LUCAS, Frank D.",L000491,1960,,0.361,0.453,-75.19949,0.93529,1124,28,,0.351,0.537
114,House,15410,72,4,OR,100,0,1,"DeFAZIO, Peter Anthony",D000191,1947,,-0.427,-0.002,-232.79645,0.79805,1032,92,,-0.269,-0.366
114,House,20944,72,5,OR,100,0,1,"SCHRADER, Kurt",S001180,1951,,-0.182,0.054,-427.7314,0.67591,1092,188,,-0.156,-0.034
114,House,21198,72,1,OR,100,0,1,"BONAMICI, Suzanne",B001278,1954,,-0.4,-0.416,-80.02435,0.93026,1107,45,,-0.404,-0.385
114,House,29588,72,3,OR,100,0,1,"BLUMENAUER, Earl",B000574,1948,,-0.426,-0.626,-130.44538,0.88721,1090,53,,-0.388,-0.751
114,House,29932,72,2,OR,200,0,1,"WALDEN, Greg",W000791,1957,,0.333,-0.011,-112.26439,0.90479,1122,39,,0.348,0.12
114,House,20134,14,9,PA,200,0,1,"SHUSTER, William (Bill)",S001154,1961,,0.374,0.323,-106.33063,0.9092,1117,46,,0.323,0.403
114,House,20346,14,18,PA,200,0,1,"MURPHY, Timothy",M001151,1952,,0.258,0.198,-139.20934,0.88263,1115,59,,0.339,0.225
114,House,20524,14,8,PA,200,0,1,"FITZPATRICK, Michael G.",F000451,1963,2020.0,0.202,-0.186,-278.04712,0.774,1083,134,,0.221,-0.134
114,House,20526,14,15,PA,200,0,1,"DENT, Charles W.",D000604,1960,,0.244,-0.085,-208.8752,0.83041,1124,84,,0.225,0.071
114,House,20946,14,5,PA,200,0,1,"THOMPSON, Glenn",T000467,1959,,0.335,0.336,-152.49448,0.87292,1122,65,,0.322,0.187
114,House,21167,14,3,PA,200,0,1,"KELLY, Mike",K000376,1948,,0.378,0.393,-106.38408,0.90946,1121,42,,0.327,0.605
114,House,21168,14,7,PA,200,0,1,"MEEHAN, Patrick",M001181,1955,,0.22,0.076,-216.11429,0.82423,1118,101,,0.226,0.021
114,House,21170,14,10,PA,200,0,1,"MARINO, Thomas A.",M001179,1952,,0.352,0.477,-84.04382,0.92308,1050,26,,0.342,0.78
114,House,21171,14,11,PA,200,0,1,"BARLETTA, Lou",B001269,1956,,0.278,0.393,-122.93741,0.8901,1056,48,,0.306,0.421
114,House,21356,14,4,PA,200,0,1,"PERRY, Scott",P000605,1962,,0.684,-0.489,-137.96988,0.8839,1118,62,,0.681,-0.459
114,House,21357,14,12,PA,200,0,1,"ROTHFUS, Keith",R000598,1962,,0.498,0.044,-96.20051,0.91741,1116,43,,0.524,0.093
114,House,21358,14,17,PA,100,0,1,"CARTWRIGHT, Matt",C001090,1961,,-0.344,0.042,-118.97756,0.89775,1103,45,,-0.395,-0.01
114,House,21547,14,6,PA,200,0,1,"COSTELLO, Ryan",C001106,1976,,0.217,-0.055,-208.60672,0.82895,1112,99,,0.21,-0.055
114,House,21548,14,13,PA,100,0,1,"BOYLE, Brendan Francis",B001296,1977,,-0.382,0.153,-131.7185,0.88518,1080,59,,-0.361,0.039
114,House,21566,14,2,PA,100,2,2,"EVANS, Dwight",E000296,1954,,-0.471,-0.152,-3.52587,0.88911,30,1,,-0.26,-0.13
114,House,29559,14,2,PA,100,1,1,"FATTAH, Chaka",F000043,1956,,-0.472,-0.054,-58.07576,0.919,687,22,,-0.436,-0.193
114,House,29561,14,14,PA,100,0,1,"DOYLE, Michael F.",D000482,1953,,-0.331,0.099,-134.53925,0.88257,1077,51,,-0.403,0.014
114,House,29752,14,16,PA,200,0,1,"PITTS, Joseph R.",P000373,1939,,0.538,0.012,-115.46484,0.9,1098,49,,0.492,0.093
114,House,29777,14,1,PA,100,0,1,"BRADY, Robert A.",B001227,1945,,-0.484,0.225,-89.61206,0.91966,1070,47,,-0.459,0.013
114,House,20136,5,2,RI,100,0,1,"LANGEVIN, James",L000559,1964,,-0.375,0.114,-121.23063,0.89671,1112,57,,-0.373,0.102
114,House,21172,5,1,RI,100,0,1,"CICILLINE, David N.",C001084,1961,,-0.389,-0.262,-70.69214,0.93825,1109,25,,-0.386,-0.276
114,House,20138,48,2,SC,200,0,1,"WILSON, Addison Graves (Joe)",W000795,1947,,0.53,0.16,-83.46226,0.92769,1112,32,,0.513,0.509
114,House,21174,48,3,SC,200,0,1,"DUNCAN, Jeff",D000615,1966,,0.695,-0.095,-129.4649,0.88762,1086,49,,0.683,-0.303
114,House,21175,48,4,SC,200,0,1,"GOWDY, Trey",G000566,1964,,0.655,-0.002,-70.87642,0.93602,1072,26,,0.641,0.134
114,House,21176,48,5,SC,200,0,1,"MULVANEY, Mick",M001182,1967,,0.75,-0.592,-143.49656,0.87654,1089,77,,0.739,-0.674
114,House,21359,48,7,SC,200,0,1,"RICE, Tom",R000597,1957,,0.558,-0.217,-165.19668,0.86229,1115,76,,0.563,-0.297
114,House,29565,48,1,SC,200,0,1,"SANFORD, Mark",S000051,1960,,0.686,-0.728,-272.18674,0.78115,1102,132,,0.919,-0.395
114,House,39301,48,6,SC,100,0,1,"CLYBURN, James Enos",C000537,1940,,-0.467,0.246,-91.99788,0.91776,1072,47,,-0.487,0.232
114,House,21177,37,1,SD,200,0,1,"NOEM, Kristi",N000184,1971,,0.398,0.326,-113.04443,0.90259,1103,58,,0.417,0.353
114,House,15019,54,5,TN,100,0,1,"COOPER, James Hayes Shofner",C000754,1954,,-0.164,-0.033,-362.1534,0.72119,1108,143,,-0.171,0.026
114,House,15455,54,2,TN,200,0,1,"DUNCAN, John J., Jr.",D000533,1947,,0.604,-0.476,-351.9388,0.72787,1108,132,,0.919,-0.395
114,House,20351,54,7,TN,200,0,1,"BLACKBURN, Marsha",B001243,1952,,0.632,0.14,-72.20945,0.93618,1095,22,,0.668,0.172
114,House,20748,54,9,TN,100,0,1,"COHEN, Stephen",C001068,1949,,-0.389,-0.293,-122.06693,0.89469,1097,49,,-0.343,-0.489
114,House,20947,54,1,TN,200,0,1,"ROE, David P. (Phil)",R000582,1945,,0.486,0.024,-82.32968,0.92296,1027,34,,0.578,0.056
114,House,21178,54,3,TN,200,0,1,"FLEISCHMANN, Chuck",F000459,1962,,0.431,0.396,-92.70793,0.92049,1119,46,,0.488,0.395
114,House,21179,54,4,TN,200,0,1,"DESJARLAIS, Scott",D000616,1964,,0.578,-0.045,-130.49929,0.88598,1078,54,,0.703,-0.336
114,House,21180,54,6,TN,200,0,1,"BLACK, Diane",B001273,1951,,0.58,0.219,-72.9603,0.93403,1069,22,,0.623,0.289
114,House,21181,54,8,TN,200,0,1,"FINCHER, Stephen Lee",F000458,1973,,0.526,0.181,-99.54881,0.889,845,43,,0.5,0.107
114,House,15085,49,6,TX,200,0,1,"BARTON, Joe Linus",B000213,1949,,0.528,0.047,-112.83661,0.90242,1099,49,,0.489,0.184
114,House,15445,49,21,TX,200,0,1,"SMITH, Lamar Seeligson",S000583,1947,,0.425,0.061,-109.8227,0.90564,1108,48,,0.57,0.244
114,House,20139,49,7,TX,200,0,1,"CULBERSON, John",C001048,1956,,0.503,0.366,-123.50565,0.89118,1072,54,,0.515,0.241
114,House,20352,49,5,TX,200,0,1,"HENSARLING, Jeb",H001036,1957,,0.703,0.04,-77.32516,0.93288,1113,29,,0.641,0.206
114,House,20353,49,19,TX,200,0,1,"NEUGEBAUER, Randy",N000182,1949,,0.628,0.322,-79.75961,0.931,1117,32,,0.665,0.158
114,House,20355,49,26,TX,200,0,1,"BURGESS, Michael C.",B001248,1950,,0.565,-0.164,-176.34666,0.85432,1120,87,,0.671,-0.452
114,House,20356,49,31,TX,200,0,1,"CARTER, John R.",C001051,1941,,0.487,0.547,-85.65591,0.9218,1052,46,,0.48,0.877
114,House,20527,49,1,TX,200,0,1,"GOHMERT, Louie",G000552,1953,,0.644,-0.406,-152.48577,0.86695,1068,64,,0.724,-0.438
114,House,20528,49,2,TX,200,0,1,"POE, Ted",P000592,1948,,0.594,-0.029,-154.06585,0.85116,956,72,,0.537,-0.192
114,House,20529,49,9,TX,100,0,1,"GREEN, Al",G000553,1947,,-0.447,0.262,-130.62772,0.88726,1092,58,,-0.469,0.33
114,House,20530,49,10,TX,200,0,1,"McCAUL, Michael T.",M001157,1962,,0.41,0.176,-111.6859,0.90411,1108,47,,0.505,0.318
114,House,20531,49,11,TX,200,0,1,"CONAWAY, K. Michael",C001062,1948,,0.593,0.367,-84.27458,0.92783,1125,33,,0.582,0.296
114,House,20532,49,24,TX,200,0,1,"MARCHANT, Kenny",M001158,1951,,0.6,0.154,-98.0964,0.91224,1068,44,,0.634,0.063
114,House,20533,49,28,TX,100,0,1,"CUELLAR, Henry",C001063,1955,,-0.225,0.64,-289.16786,0.76642,1087,123,,-0.24,0.765
114,House,20948,49,22,TX,200,0,1,"OLSON, Pete",O000168,1962,,0.548,0.308,-69.52697,0.93918,1108,21,,0.602,0.249
